obj,endobj,stream,endstream,xref,trailer,startxref,Page,Encrypt,ObjStm,JS,Javascript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors,Class
304,83,13,5,0,0,1,36,0,7,5,1,0,0,3,0,0,0,8,0,0,0
22,149,9,38,1,1,2,10,0,16,2,1,0,0,2,0,0,0,0,0,0,1
172,304,6,40,1,2,1,2,0,4,0,0,4,0,0,0,0,0,8,0,0,0
64,15,182,13,1,0,3,33,0,0,1,6,0,0,0,0,0,0,0,0,0,0
116,125,26,21,4,0,0,6,0,6,5,6,0,1,2,0,0,0,8,1,0,0
14,125,34,25,1,1,2,2,0,1,1,1,4,0,0,0,0,0,8,0,0,0
794,27,44,14,4,1,2,10,0,13,1,1,0,0,0,0,0,0,0,0,0,1
8,450,14,25,1,1,2,18,0,8,0,3,0,0,0,0,0,0,8,0,0,0
13,121,60,41,2,2,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0
10,27,7,30,1,1,1,7,0,4,1,1,4,0,0,0,0,0,8,0,0,0
450,9,8,2,3,3,2,8,0,14,0,0,0,1,3,0,0,0,8,1,0,0
24,38,12,9,2,2,1,28,0,3,0,2,0,0,0,0,0,0,0,0,0,0
51,8,21,44,0,2,3,36,0,2,1,3,0,1,0,0,0,0,0,0,0,1
292,57,44,15,1,3,1,1,0,2,5,3,0,0,0,0,0,0,0,0,0,0
21,35,18,2,1,1,2,3,0,4,1,3,4,1,0,0,0,0,0,0,0,1
17,17,12,13,2,2,5,7,0,5,1,1,0,0,3,0,0,0,0,0,0,1
17,8,10,18,1,0,2,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0
41,27,3,19,2,3,1,8,0,15,1,1,0,1,0,0,0,0,0,0,0,0
42,21,14,9,2,2,1,5,0,6,0,0,0,0,2,0,0,0,0,0,0,1
117,35,35,29,1,0,3,15,0,8,1,0,0,0,2,0,0,0,8,0,0,0
21,27,27,20,2,2,1,10,0,4,1,0,0,1,1,0,0,0,0,1,0,0
128,96,45,14,0,1,3,9,0,9,0,0,0,0,1,0,0,0,0,0,0,1
194,27,43,18,0,2,1,8,0,5,1,0,0,0,0,0,0,0,0,0,0,1
39,41,132,7,1,2,2,33,0,8,0,1,1,0,1,0,0,0,8,1,0,0
33,50,6,60,4,1,1,2,0,0,0,0,4,0,1,0,0,0,0,0,0,1
172,9,11,13,1,3,1,16,0,16,0,1,4,0,0,0,0,0,0,0,0,1
125,21,83,15,1,1,1,2,0,6,0,2,1,0,0,0,0,0,0,1,0,1
11,120,3,182,1,1,1,36,0,41,1,2,0,0,3,0,0,0,8,0,0,1
246,32,2,6,1,3,2,6,0,10,1,1,4,0,0,0,0,0,8,0,0,1
28,13,27,3,1,1,1,2,0,6,0,6,0,0,0,0,0,0,0,0,0,0
37,7,8,1,2,3,5,4,0,0,5,0,0,1,0,0,0,0,0,0,0,1
41,69,43,6,2,2,0,5,0,6,0,0,0,1,2,0,0,0,8,0,0,1
75,4,132,13,0,2,2,10,0,3,1,6,0,0,2,0,0,0,0,0,0,0
42,38,29,9,1,2,3,16,0,13,1,2,0,1,2,0,0,0,0,0,0,0
11,77,40,12,1,2,1,1,0,14,1,1,0,1,0,0,0,0,0,0,0,0
117,86,38,29,1,1,1,11,0,4,0,6,0,0,0,0,0,0,0,1,0,1
65,126,9,29,1,3,2,6,0,16,1,1,0,0,0,0,0,0,0,0,0,0
25,120,30,28,2,4,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1
96,194,55,14,1,1,2,8,0,0,0,2,0,0,0,0,0,0,8,0,0,1
120,15,40,14,2,1,1,6,0,8,1,0,0,0,0,0,0,0,0,0,0,1
65,43,43,45,4,0,0,36,0,9,1,0,0,0,1,0,0,0,0,0,0,1
242,83,70,50,0,1,2,2,0,0,0,1,0,1,0,0,0,0,8,0,0,0
25,75,70,43,0,0,5,15,0,8,0,1,0,0,0,0,0,0,8,0,0,0
17,9,43,5,1,0,1,8,0,0,1,6,0,0,2,0,0,0,0,0,0,0
50,40,1,35,1,4,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,116,60,83,1,1,1,5,0,14,0,1,0,0,1,0,0,0,0,0,0,0
39,9,50,18,1,4,3,14,0,20,0,6,0,0,1,0,0,0,0,1,0,1
304,116,4,41,1,2,1,4,0,0,1,1,0,0,3,0,0,0,0,0,0,0
27,38,34,10,1,4,2,11,0,54,5,3,0,0,0,0,0,0,8,0,0,0
54,19,182,6,4,0,2,16,0,0,1,6,0,0,0,0,0,0,0,0,0,1
56,77,8,80,0,2,2,8,0,3,1,0,1,0,2,0,0,0,0,0,0,0
235,39,9,3,2,2,1,9,0,4,0,2,0,0,0,0,0,0,8,0,0,0
56,235,18,50,1,2,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
37,22,6,9,2,2,1,14,0,16,5,1,4,1,1,0,0,0,0,0,0,1
19,9,15,8,4,1,2,6,0,13,0,0,1,0,0,0,0,0,0,0,0,0
121,17,80,50,1,1,1,2,0,10,1,6,0,0,0,0,0,0,0,0,0,0
128,6,1,9,1,0,1,1,0,14,5,1,1,0,0,0,0,0,0,0,0,0
450,19,21,1,2,1,1,36,0,10,5,0,4,1,1,0,0,0,0,0,0,0
204,35,27,30,1,0,0,10,0,2,0,1,1,0,0,0,0,0,8,0,0,1
12,43,11,38,1,3,2,33,0,10,0,1,0,1,2,0,0,0,0,0,0,0
4,83,27,1,1,0,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
12,121,60,28,4,2,1,16,0,13,0,0,0,0,2,0,0,0,0,1,0,1
7,242,34,6,2,1,1,28,0,16,0,0,1,1,1,0,0,0,0,0,0,1
117,450,2,19,2,2,1,3,0,16,0,2,4,0,0,0,0,0,0,0,0,0
149,33,29,29,2,1,1,6,0,6,1,1,0,1,0,0,0,0,0,0,0,0
65,17,29,21,1,2,2,2,0,8,0,1,1,0,0,0,0,0,0,0,0,0
8,252,11,132,1,3,1,11,0,0,0,6,0,0,0,0,0,0,0,0,0,1
23,24,10,14,2,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
126,41,10,34,1,1,1,6,0,3,1,0,0,0,1,0,0,0,0,0,0,0
235,13,16,28,1,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
292,204,14,19,2,1,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0
57,43,182,132,1,1,2,33,0,54,0,0,0,1,0,0,0,0,0,1,0,1
8,794,70,41,3,1,1,1,0,4,0,6,0,0,0,0,0,0,0,0,0,0
45,16,25,15,1,1,2,16,0,2,0,0,0,1,0,0,0,0,0,0,0,1
41,32,50,10,1,2,1,8,0,41,1,0,0,0,0,0,0,0,0,0,0,0
39,23,60,132,3,1,3,0,0,7,0,0,0,0,2,0,0,0,0,1,0,0
65,25,30,3,3,0,1,5,0,7,1,6,0,0,0,0,0,0,0,0,0,0
32,9,180,3,0,4,2,4,0,5,0,2,0,0,1,0,0,0,0,0,0,0
219,39,180,41,2,1,2,3,0,14,1,1,4,1,2,0,0,0,0,0,0,0
23,35,41,12,1,2,1,1,0,0,0,0,4,1,2,0,0,0,0,1,0,0
194,31,8,35,1,1,3,5,0,54,1,1,4,0,0,0,0,0,0,0,0,1
57,75,9,68,2,1,2,1,0,2,0,1,4,0,3,0,0,0,0,0,0,0
304,4,41,30,0,1,2,1,0,41,5,0,1,0,0,0,0,0,0,0,0,1
13,9,50,2,2,2,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0
15,40,12,15,3,1,1,6,0,42,1,3,0,1,0,0,0,0,0,0,0,1
8,56,1,180,2,3,2,0,0,42,0,6,0,0,3,0,0,0,0,0,0,0
8,246,15,1,4,1,1,1,0,6,0,1,0,1,0,0,0,0,0,0,0,0
57,12,26,28,2,1,0,5,0,0,0,3,0,1,0,0,0,0,8,0,0,0
7,4,14,1,0,4,3,0,0,6,1,0,0,0,0,0,0,0,8,0,0,0
24,21,27,16,1,2,1,2,0,42,0,1,1,1,2,0,0,0,0,0,0,1
6,17,11,43,2,1,3,9,0,16,0,0,0,1,0,0,0,0,0,0,0,1
26,8,1,43,3,4,1,1,0,42,0,0,1,0,0,0,0,0,8,0,0,0
56,32,2,20,1,2,1,1,0,5,1,0,4,0,0,0,0,0,0,0,0,0
34,41,34,182,0,1,2,1,0,8,0,6,4,0,0,0,0,0,0,1,0,0
292,77,60,15,1,3,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,1
8,51,21,4,3,1,1,14,0,1,0,2,4,0,0,0,0,0,0,0,0,0
292,121,20,1,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
75,235,9,8,2,1,1,14,0,0,0,0,4,0,3,0,0,0,0,0,0,0
25,32,68,13,2,0,1,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77,42,180,50,4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,125,27,43,0,2,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,1
56,235,38,30,2,1,1,1,0,7,2,2,4,0,0,0,0,0,0,0,0,0
59,204,3,11,1,1,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0
38,7,27,6,1,4,2,33,0,5,2,0,1,0,2,0,0,0,0,0,0,1
10,77,26,70,1,2,0,1,0,41,5,6,0,0,0,0,0,0,0,0,0,1
65,172,13,14,1,2,1,2,0,1,1,1,0,1,1,0,0,0,0,1,0,0
25,41,132,3,0,0,1,9,0,4,5,1,4,0,0,0,0,0,0,0,0,1
450,9,182,7,3,1,1,18,0,1,0,1,0,0,0,0,0,0,0,1,0,1
450,96,8,2,0,4,0,3,0,42,0,0,0,0,1,0,0,0,8,1,0,0
25,34,11,35,1,0,1,15,0,0,1,0,1,1,0,0,0,0,0,0,0,0
77,59,10,40,1,2,2,2,0,41,1,0,0,1,0,0,0,0,8,0,0,1
21,57,7,1,1,2,1,0,0,16,0,1,0,1,0,0,0,0,0,0,0,1
22,19,41,6,4,4,0,18,0,6,5,0,0,0,0,0,0,0,0,0,0,0
41,219,26,26,4,2,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0
38,59,16,74,3,1,1,3,0,13,1,1,0,0,0,0,0,0,0,0,0,0
56,13,80,83,1,1,3,16,0,7,0,1,0,0,3,0,0,0,0,1,0,0
17,246,2,13,1,1,1,15,0,0,0,1,1,1,1,0,0,0,0,0,0,0
31,14,7,50,4,3,1,36,0,0,5,0,0,1,0,0,0,0,0,0,0,1
10,4,27,70,1,1,0,4,0,0,0,6,4,0,0,0,0,0,0,0,0,0
13,194,5,34,1,1,1,1,0,14,0,0,1,0,0,0,0,0,8,0,0,1
8,36,38,4,1,2,1,1,0,3,2,0,1,0,0,0,0,0,8,0,0,1
69,304,74,3,2,1,0,36,0,16,0,0,0,0,1,0,0,0,0,0,0,0
126,116,13,180,2,1,2,36,0,54,0,6,0,0,0,0,0,0,0,1,0,0
125,194,28,70,4,3,2,1,0,0,0,6,0,1,0,0,0,0,0,0,0,1
21,125,34,14,0,3,3,3,0,1,0,0,0,1,2,0,0,0,8,0,0,0
13,49,2,25,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
25,204,3,20,1,2,5,0,0,20,1,0,4,0,1,0,0,0,0,0,0,0
32,149,9,16,0,2,2,1,0,3,0,6,1,0,1,0,0,0,8,0,0,0
15,41,25,30,4,2,5,8,0,16,1,6,0,0,3,0,0,0,0,0,0,0
35,125,9,2,3,2,1,36,0,0,5,3,0,1,1,0,0,0,0,0,0,1
9,23,3,38,2,3,0,2,0,7,1,1,0,0,0,0,0,0,0,1,0,1
9,35,27,16,1,2,1,36,0,16,0,1,0,0,0,0,0,0,0,0,0,1
4,450,20,28,2,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,14,12,35,1,1,0,33,0,41,0,0,4,0,0,0,0,0,0,0,0,0
65,149,11,3,1,2,1,2,0,5,0,1,0,1,0,0,0,0,0,0,0,0
235,4,21,10,1,2,2,14,0,54,5,0,4,0,1,0,0,0,0,0,0,0
117,17,6,1,1,1,2,2,0,54,0,0,4,1,0,0,0,0,0,0,0,1
304,24,29,13,1,1,2,3,0,8,1,3,0,0,0,0,0,0,0,0,0,1
21,10,2,25,4,0,1,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0
59,12,3,13,0,0,2,1,0,54,0,1,0,1,0,0,0,0,0,0,0,1
450,32,30,19,0,2,1,4,0,16,1,0,1,0,0,0,0,0,0,0,0,0
83,19,68,35,1,1,2,36,0,16,5,1,0,0,2,0,0,0,0,1,0,1
125,35,132,20,1,1,1,7,0,5,0,1,0,0,1,0,0,0,0,0,0,1
204,83,44,43,0,2,1,4,0,3,0,0,0,1,2,0,0,0,0,0,0,1
36,43,44,44,0,1,1,2,0,5,2,1,1,0,1,0,0,0,0,0,0,0
194,794,10,45,1,3,1,8,0,41,5,0,0,0,3,0,0,0,0,0,0,0
219,149,34,6,3,1,1,33,0,6,1,0,0,1,0,0,0,0,8,0,0,1
13,57,28,50,0,1,2,18,0,0,5,1,4,0,2,0,0,0,0,1,0,0
86,126,68,60,3,2,1,37,0,8,0,0,4,0,2,0,0,0,8,0,0,1
83,4,18,34,2,1,5,2,0,2,1,1,4,0,2,0,0,0,0,1,0,0
194,38,8,7,1,1,2,5,0,3,1,3,0,0,2,0,0,0,8,0,0,0
11,116,8,27,2,0,1,5,0,42,5,0,0,0,0,0,0,0,0,1,0,0
42,116,70,12,1,2,1,5,0,6,1,1,4,0,0,0,0,0,8,0,0,0
50,64,40,5,1,3,3,10,0,2,1,0,0,1,0,0,0,0,0,0,0,1
33,204,40,29,2,2,0,1,0,8,1,3,0,0,0,0,0,0,0,1,0,0
42,204,83,182,0,2,2,15,0,4,0,6,0,0,0,0,0,0,8,0,0,0
194,81,44,132,0,0,1,8,0,14,2,0,1,0,1,0,0,0,0,0,0,0
64,11,21,35,0,1,1,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0
172,69,68,43,1,4,1,4,0,13,0,6,4,1,0,0,0,0,0,0,0,0
24,8,40,18,2,1,2,36,0,54,1,0,0,0,0,0,0,0,8,0,0,0
235,235,60,34,2,1,0,8,0,54,0,0,0,0,0,0,0,0,0,0,0,0
10,304,21,6,1,3,1,2,0,13,0,3,0,1,0,0,0,0,0,1,0,0
39,27,1,27,1,0,1,28,0,2,0,0,0,1,2,0,0,0,0,0,0,0
36,28,18,8,0,1,3,18,0,5,2,0,0,1,2,0,0,0,0,0,0,0
37,42,13,132,3,0,2,2,0,0,2,0,1,1,2,0,0,0,0,0,0,1
6,59,2,20,0,2,3,8,0,9,1,2,0,1,1,0,0,0,0,0,0,0
115,252,27,5,2,2,2,1,0,10,0,0,0,1,0,0,0,0,0,1,0,0
4,96,14,9,1,0,1,2,0,13,1,1,0,0,2,0,0,0,0,1,0,0
7,9,68,19,0,1,3,11,0,4,5,2,0,0,3,0,0,0,0,0,0,1
13,37,12,1,1,3,1,15,0,6,0,1,1,0,0,0,0,0,0,0,0,0
125,204,30,38,1,1,1,5,0,0,0,1,0,0,3,0,0,0,0,0,0,1
10,42,13,80,1,1,2,6,0,3,0,0,0,1,2,0,0,0,0,0,0,0
13,121,10,26,2,4,1,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0
14,11,20,20,4,2,2,37,0,5,0,1,0,0,0,0,0,0,0,0,0,1
204,235,8,34,0,1,2,1,0,7,1,6,0,1,3,0,0,0,0,0,0,1
4,81,3,45,4,4,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,1
57,81,12,45,3,2,1,3,0,4,0,0,0,0,0,0,0,0,8,0,0,0
9,35,27,1,1,1,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0
50,128,20,9,2,1,1,11,0,4,0,0,0,0,3,0,0,0,0,0,0,0
25,31,1,10,2,1,2,8,0,1,1,6,0,1,0,0,0,0,0,0,0,1
22,39,40,132,1,1,2,15,0,6,0,3,0,0,0,0,0,0,0,0,0,1
34,172,15,83,2,2,0,28,0,5,1,0,0,1,2,0,0,0,8,0,0,1
149,43,45,35,3,3,5,3,0,16,2,0,4,0,0,0,0,0,0,1,0,1
204,235,68,10,2,1,2,8,0,2,0,6,0,1,0,0,0,0,0,0,0,0
11,19,43,27,3,1,2,4,0,16,0,2,0,0,0,0,0,0,8,0,0,1
27,204,11,34,1,4,2,15,0,13,1,0,4,0,0,0,0,0,0,0,0,1
75,37,30,16,3,2,1,7,0,1,0,1,1,0,1,0,0,0,8,0,0,1
77,50,26,7,3,1,2,15,0,8,0,0,1,0,0,0,0,0,8,1,0,0
8,33,40,12,2,3,1,9,0,0,0,1,0,1,1,0,0,0,0,0,0,0
64,25,19,132,0,1,2,11,0,3,0,0,0,1,3,0,0,0,8,0,0,0
10,22,29,83,1,2,1,4,0,5,0,0,0,1,0,0,0,0,0,0,0,1
8,149,132,2,1,1,2,14,0,1,0,0,0,0,0,0,0,0,0,1,0,1
59,17,40,6,1,2,2,36,0,9,0,0,4,0,1,0,0,0,0,1,0,0
242,42,8,45,3,2,2,28,0,16,1,6,0,0,0,0,0,0,0,0,0,1
116,28,74,4,1,1,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0
31,7,11,29,2,1,2,8,0,6,1,0,1,1,0,0,0,0,0,0,0,0
126,246,16,50,0,2,2,1,0,13,1,0,0,0,0,0,0,0,8,0,0,1
41,120,19,45,1,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1
39,21,29,2,1,0,3,1,0,5,1,0,0,0,2,0,0,0,0,0,0,1
36,57,50,70,2,0,0,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0
65,21,182,27,1,3,1,10,0,9,0,2,4,0,0,0,0,0,0,0,0,0
17,39,2,6,1,1,1,5,0,42,5,0,0,0,0,0,0,0,0,0,0,1
19,31,1,44,0,3,2,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0
149,32,4,7,2,4,0,1,0,15,1,1,0,0,1,0,0,0,0,1,0,1
125,19,4,74,2,2,1,5,0,0,1,1,0,0,0,0,0,0,8,0,0,0
194,83,40,10,2,1,0,8,0,0,2,3,4,0,0,0,0,0,0,1,0,0
14,57,30,27,1,1,1,15,0,0,5,0,0,0,3,0,0,0,0,0,0,1
31,56,30,21,1,1,2,7,0,3,0,0,0,1,1,0,0,0,0,1,0,0
204,126,60,6,0,3,1,1,0,6,0,2,0,0,0,0,0,0,0,1,0,0
54,194,55,3,1,1,1,10,0,41,0,1,4,1,0,0,0,0,0,0,0,1
38,96,40,15,0,1,1,8,0,16,1,6,0,0,0,0,0,0,0,1,0,1
19,59,34,5,2,1,2,2,0,9,0,1,0,0,1,0,0,0,0,0,0,0
12,19,1,40,2,2,2,33,0,20,0,3,1,0,1,0,0,0,0,0,0,1
56,59,2,13,2,2,5,1,0,41,5,0,1,0,0,0,0,0,0,0,0,1
81,19,19,27,0,2,2,8,0,0,1,0,0,0,2,0,0,0,8,0,0,0
117,35,68,9,1,1,1,37,0,5,1,0,4,0,1,0,0,0,0,0,0,0
83,292,1,15,0,4,2,10,0,10,1,1,1,0,1,0,0,0,0,1,0,0
7,37,2,6,3,1,3,5,0,1,5,0,1,0,1,0,0,0,8,0,0,1
7,12,35,80,3,1,1,18,0,3,1,0,0,0,2,0,0,0,0,0,0,1
126,126,182,7,1,2,1,36,0,8,1,6,0,0,0,0,0,0,0,0,0,1
7,128,26,3,1,4,3,37,0,2,5,1,0,0,1,0,0,0,0,0,0,0
40,194,14,7,0,2,5,2,0,54,0,0,0,0,0,0,0,0,0,0,0,0
27,125,132,12,0,1,1,18,0,6,0,0,0,1,1,0,0,0,0,0,0,1
81,25,45,41,1,2,2,4,0,0,5,2,0,0,0,0,0,0,0,0,0,0
21,304,28,26,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
219,242,26,182,1,2,3,1,0,1,0,0,0,0,1,0,0,0,8,0,0,0
14,15,11,21,0,2,1,1,0,10,0,2,0,0,0,0,0,0,8,0,0,1
128,6,7,35,1,1,3,4,0,2,1,0,1,0,0,0,0,0,8,0,0,0
43,35,14,15,2,1,2,1,0,9,1,0,0,0,0,0,0,0,8,0,0,0
65,125,8,11,4,1,1,15,0,7,0,3,0,0,1,0,0,0,0,0,0,1
24,65,13,16,1,3,3,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0
10,10,6,25,0,3,2,7,0,20,0,0,0,0,1,0,0,0,8,0,0,1
40,13,40,38,1,2,5,1,0,7,0,0,0,0,0,0,0,0,8,1,0,1
4,43,45,45,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
450,219,6,15,2,2,1,15,0,4,0,6,0,0,0,0,0,0,0,1,0,1
15,35,28,38,4,1,1,8,0,3,0,1,0,1,0,0,0,0,8,1,0,0
235,6,2,14,1,1,1,36,0,1,1,0,1,1,1,0,0,0,8,0,0,0
126,121,2,28,0,1,1,10,0,41,2,3,0,0,2,0,0,0,0,0,0,0
235,794,27,45,3,2,2,6,0,1,0,3,0,0,0,0,0,0,0,0,0,1
8,21,11,27,1,3,1,36,0,54,1,6,0,0,1,0,0,0,0,0,0,1
14,8,74,12,1,3,1,5,0,5,0,0,4,0,3,0,0,0,0,0,0,0
8,13,50,19,1,3,1,4,0,7,0,0,0,1,1,0,0,0,0,0,0,0
36,16,11,28,1,2,5,6,0,7,0,2,0,0,3,0,0,0,0,0,0,0
8,86,27,40,2,1,0,28,0,16,1,2,0,0,0,0,0,0,0,0,0,0
11,7,8,45,1,0,1,1,0,5,1,2,0,1,3,0,0,0,0,0,0,1
42,59,11,3,0,1,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,1
794,83,10,29,4,2,3,16,0,13,2,0,1,0,0,0,0,0,0,0,0,1
16,39,11,3,2,2,1,1,0,20,5,1,0,0,0,0,0,0,0,1,0,1
204,219,6,30,2,1,0,33,0,20,1,0,0,1,0,0,0,0,0,0,0,0
23,68,38,30,0,1,3,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0
6,15,7,15,4,1,2,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0
86,57,3,60,1,1,2,7,0,6,1,3,0,0,0,0,0,0,0,0,0,0
69,15,40,132,3,0,1,8,0,16,0,0,4,0,0,0,0,0,8,0,0,1
9,117,25,40,0,2,1,2,0,6,0,0,4,0,0,0,0,0,0,0,0,0
450,40,182,26,4,1,1,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0
204,38,38,132,0,0,2,8,0,8,1,0,0,0,0,0,0,0,0,0,0,1
86,28,1,34,2,1,2,0,0,54,2,1,0,0,3,0,0,0,0,0,0,0
49,246,3,9,4,1,1,4,0,4,0,3,0,0,0,0,0,0,0,1,0,1
13,125,16,40,1,1,1,6,0,13,5,1,0,0,2,0,0,0,0,0,0,1
219,45,34,38,2,1,1,10,0,14,5,0,4,0,1,0,0,0,0,0,0,1
33,8,13,74,3,0,1,4,0,42,1,0,0,0,2,0,0,0,0,0,0,1
11,42,29,16,2,4,2,0,0,15,0,0,0,1,0,0,0,0,8,0,0,0
83,14,9,30,4,3,3,15,0,3,1,6,0,1,3,0,0,0,0,0,0,0
25,32,45,27,2,2,1,28,0,5,2,3,0,0,0,0,0,0,0,0,0,0
49,86,13,14,2,4,1,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0
22,235,83,18,1,2,1,36,0,1,0,0,0,1,1,0,0,0,0,0,0,0
14,172,43,43,0,2,2,15,0,10,0,6,0,0,2,0,0,0,0,0,0,0
33,450,18,45,1,2,0,28,0,0,1,1,4,1,0,0,0,0,8,0,0,1
117,292,45,6,1,2,0,16,0,4,1,3,4,0,1,0,0,0,0,1,0,0
242,4,28,60,1,2,2,18,0,4,2,1,0,0,1,0,0,0,0,1,0,0
149,24,55,28,4,3,2,37,0,15,5,2,1,1,0,0,0,0,0,0,0,1
126,116,45,12,4,2,2,10,0,20,1,3,0,0,0,0,0,0,0,1,0,1
120,4,26,40,1,2,1,1,0,0,0,0,1,0,1,0,0,0,8,0,0,0
45,41,60,12,3,2,1,18,0,1,1,2,0,1,1,0,0,0,0,0,0,0
22,450,5,34,2,1,5,4,0,5,0,1,0,1,1,0,0,0,0,0,0,1
13,6,16,30,0,2,3,16,0,14,0,1,4,0,2,0,0,0,0,1,0,1
56,13,10,3,1,2,1,6,0,0,5,0,0,0,0,0,0,0,0,0,0,1
115,49,12,35,0,4,2,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1
14,38,35,132,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
120,125,2,18,1,2,5,14,0,3,1,0,0,0,1,0,0,0,0,0,0,0
252,204,70,20,1,1,1,0,0,15,0,1,0,1,1,0,0,0,0,0,0,0
54,304,28,8,1,2,0,33,0,16,1,0,1,1,1,0,0,0,0,0,0,0
51,23,30,30,2,3,1,28,0,9,0,1,0,0,0,0,0,0,0,0,0,0
11,126,34,7,0,2,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,1
64,21,9,30,2,3,5,18,0,20,0,6,0,0,0,0,0,0,0,0,0,0
21,120,13,13,2,1,3,9,0,54,0,6,1,0,0,0,0,0,8,0,0,1
69,45,6,11,0,4,1,2,0,0,1,1,0,1,0,0,0,0,0,1,0,1
54,9,180,7,0,2,1,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0
23,23,60,29,2,4,2,33,0,5,0,2,0,0,0,0,0,0,0,0,0,0
14,219,41,29,1,2,3,3,0,1,0,0,0,0,2,0,0,0,0,0,0,1
57,4,38,60,1,2,1,15,0,7,5,0,0,1,0,0,0,0,8,0,0,0
27,51,3,38,1,3,2,14,0,3,0,0,0,1,1,0,0,0,0,0,0,1
10,8,5,18,4,0,5,2,0,3,1,0,0,0,3,0,0,0,0,0,0,0
54,7,3,3,2,1,2,1,0,0,1,0,4,0,1,0,0,0,0,0,0,0
8,304,8,3,1,1,0,9,0,5,0,3,0,1,2,0,0,0,0,0,0,1
25,39,180,18,0,3,1,36,0,10,0,0,1,1,0,0,0,0,0,0,0,0
219,56,13,3,1,0,1,5,0,4,1,0,1,1,0,0,0,0,0,0,0,0
13,252,9,19,0,0,1,37,0,4,0,1,0,0,1,0,0,0,0,1,0,1
33,86,34,50,4,0,1,4,0,20,5,2,4,0,0,0,0,0,0,0,0,0
65,246,2,2,1,3,5,7,0,41,5,2,4,0,0,0,0,0,0,1,0,1
32,36,25,12,0,3,2,3,0,6,2,3,0,0,0,0,0,0,0,0,0,0
8,13,2,40,2,1,2,36,0,5,0,6,4,1,1,0,0,0,0,0,0,0
125,149,27,45,1,2,5,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1
19,9,70,10,1,4,1,10,0,8,0,2,0,1,0,0,0,0,8,0,0,1
96,38,7,5,4,2,2,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0
22,86,2,25,2,4,3,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0
204,57,12,44,1,3,1,16,0,2,0,3,4,0,0,0,0,0,0,0,0,1
10,4,41,34,2,2,1,10,0,10,0,0,1,0,0,0,0,0,0,1,0,1
83,43,26,34,1,1,2,14,0,13,2,1,0,1,1,0,0,0,0,1,0,1
81,10,3,50,3,1,1,4,0,3,5,6,0,0,3,0,0,0,8,0,0,1
6,126,83,83,2,1,1,2,0,0,0,6,4,1,0,0,0,0,0,0,0,1
17,38,2,1,1,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1
32,81,18,26,1,4,2,6,0,5,0,1,0,0,0,0,0,0,0,0,0,1
50,31,34,20,4,2,1,36,0,1,0,1,0,0,1,0,0,0,0,0,0,0
9,21,50,132,2,1,1,28,0,54,0,1,0,1,0,0,0,0,8,0,0,0
